,id,0000_01_10_2022,0001_02_10_2022,0002_03_10_2022,0003_04_10_2022,0004_05_10_2022,0005_06_10_2022,0006_07_10_2022,0007_08_10_2022,0008_09_10_2022,0009_10_10_2022,0010_11_10_2022,0011_12_10_2022,0012_13_10_2022,0013_14_10_2022,0014_15_10_2022,0015_16_10_2022,0016_17_10_2022,0017_18_10_2022,0018_19_10_2022,0019_20_10_2022,0020_21_10_2022,0021_22_10_2022,0022_23_10_2022,0023_24_10_2022,0024_25_10_2022,0025_26_10_2022,0026_27_10_2022,0027_28_10_2022,0028_29_10_2022,0029_30_10_2022,0030_31_10_2022,0031_01_11_2022,0032_02_11_2022,0033_03_11_2022,0034_04_11_2022,0035_05_11_2022,0036_06_11_2022,0037_07_11_2022,0038_08_11_2022,0039_09_11_2022,0040_10_11_2022,0041_11_11_2022,0042_12_11_2022,0043_13_11_2022,0044_14_11_2022,0045_15_11_2022,0046_16_11_2022,0047_17_11_2022,0048_18_11_2022,0049_19_11_2022,0050_20_11_2022,0051_21_11_2022,0052_22_11_2022,0053_23_11_2022,0054_24_11_2022,0055_25_11_2022,0056_26_11_2022,0057_27_11_2022,0058_28_11_2022,0059_29_11_2022,0060_30_11_2022,0061_01_12_2022,0062_02_12_2022,0063_03_12_2022,0064_04_12_2022,0065_05_12_2022,0066_06_12_2022,0067_07_12_2022,0068_08_12_2022,0069_09_12_2022,0070_10_12_2022,0071_11_12_2022,0072_12_12_2022,0073_13_12_2022,0074_14_12_2022,0075_15_12_2022,0076_16_12_2022,0077_17_12_2022,0078_18_12_2022,0079_19_12_2022,0080_20_12_2022,0081_21_12_2022,0082_22_12_2022,0083_23_12_2022,0084_24_12_2022,0085_25_12_2022,0086_26_12_2022,0087_27_12_2022,0088_28_12_2022,0089_29_12_2022,0090_30_12_2022,0091_31_12_2022
221,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16569968,18.533409,38.574367,34.564198,31.448408,29.194773,27.581884,26.300394,27.429503,37.306196,51.2595,47.586532,39.890076,38.774286,25.772851,22.381373,21.574928,23.022118,32.429568,31.645177,23.000064,20.271385,22.267017,21.073462,18.658495,15.598417
222,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16569968,18.533409,38.574367,34.564198,31.448408,29.194773,27.581884,26.300394,27.429503,37.306196,51.2595,47.586532,39.890076,38.774286,25.772851,22.381373,21.574928,23.022118,32.429568,31.645177,23.000064,20.271385,22.267017,21.073462,18.658495,15.598417
223,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16569968,18.533409,38.574367,34.564198,31.448408,29.194773,27.581884,26.300394,27.429503,37.306196,51.2595,47.586532,39.890076,38.774286,25.772851,22.381373,21.574928,23.022118,32.429568,31.645177,23.000064,20.271385,22.267017,21.073462,18.658495,15.598417
224,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16569968,18.533409,38.574367,34.564198,31.448408,29.194773,27.581884,26.300394,27.429503,37.306196,51.2595,47.586532,39.890076,38.774286,25.772851,22.381373,21.574928,23.022118,32.429568,31.645177,23.000064,20.271385,22.267017,21.073462,18.658495,15.598417
225,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16569968,18.533409,38.574367,34.564198,31.448408,29.194773,27.581884,26.300394,27.429503,37.306196,51.2595,47.586532,39.890076,38.774286,25.772851,22.381373,21.574928,23.022118,32.429568,31.645177,23.000064,20.271385,22.267017,21.073462,18.658495,15.598417
226,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16631286,18.485298,38.492469,34.497723,31.387892,29.14105,27.53228,26.256136,27.407901,37.258258,51.213088,47.553091,39.856414,38.746583,25.737083,22.35323,21.548845,22.991302,32.372023,31.594818,22.964123,20.245521,22.252899,21.057284,18.636751,15.585524
227,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
228,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16607356,18.4604225,38.439552500000005,34.453338,31.346031,29.1038135,27.4982865,26.224906500000003,27.3945055,37.2284645,51.1657235,47.5152145,39.816199,38.708892000000006,25.6879895,22.310861,21.508097499999998,22.947550999999997,32.3144525,31.539293,22.919947,20.207113,22.224457,21.027220999999997,18.6015855,15.556604499999999
229,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
230,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
231,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
232,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
233,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
234,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
235,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
236,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
237,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
238,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
239,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
240,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
241,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
242,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
243,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595288,18.484777,38.484616,34.490404,31.38027,29.134235,27.526243,26.250157,27.4062,37.254439,51.197187,47.539163,39.841018,38.730884,25.716531,22.334594,21.530598,22.972637,32.353069,31.574841,22.946869,20.228743,22.238814,21.04281,18.620751,15.57072
244,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
245,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
246,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
247,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
248,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
249,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
250,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
251,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
252,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16619424,18.436068,38.394489,34.416272,31.311792,29.073392,27.47033,26.199656,27.382811,37.20249,51.13426,47.491266,39.79138,38.6869,25.659448,22.287128,21.485597,22.922465,32.275836,31.503745,22.893025,20.185483,22.2101,21.011632,18.58242,15.542489
